,pm_id,pm_cumulative_material,pm_transporters_used,pm_total_deliveries,pm_travel_time,pm_frequency,pm_start,pm_end_delta,transporter_id,transporter_type,material_id,transporter_weight,material_weight,travel_start_delta,arrival_delta,end_unload_delta
1298,124,1480000,64,128,5700,526,0,37175,90,7,38,15400,25300,3474,5099,7982
1299,124,1480000,64,128,5700,526,0,37175,110,6,38,14540,26160,3995,5216,10098
1300,124,1480000,64,128,5700,526,0,37175,91,6,37,15880,25260,5298,3819,6539
1301,124,1480000,64,128,5700,526,0,37175,98,6,38,14660,26240,5448,5106,7878
1302,124,1480000,64,128,5700,526,0,37175,97,7,38,13240,27520,5991,5149,8983
1303,124,1480000,64,128,5700,526,0,37175,112,6,38,13920,26800,7442,5313,10026
1304,124,1480000,64,128,5700,526,0,37175,94,6,37,15080,25880,7554,4170,7403
1305,124,1480000,64,128,5700,526,0,37175,65,7,37,14500,26740,7791,4249,8637
1306,124,1480000,64,128,5700,526,0,37175,100,6,38,12560,28380,7850,5737,13794
1307,124,1480000,64,128,5700,526,0,37175,45,6,38,13380,27340,8302,5276,13354
1308,124,1480000,64,128,5700,526,0,37175,60,7,38,14500,26180,8594,6524,13241
1309,124,1480000,64,128,5700,526,0,37175,107,7,37,15500,25440,8842,6856,14775
1310,124,1480000,64,128,5700,526,0,37175,111,6,37,15060,26880,9621,4460,11409
1311,124,1480000,64,128,5700,526,0,37175,96,6,38,14320,26420,9949,5754,12423
1312,124,1480000,64,128,5700,526,0,37175,109,6,37,14980,26220,9991,4053,9226
1313,124,1480000,64,128,5700,526,0,37175,106,6,38,14180,26500,11341,5521,13282
1314,124,1480000,64,128,5700,526,0,37175,68,6,38,13500,27060,12000,7252,12959
1315,124,1480000,64,128,5700,526,0,37175,67,6,38,13540,27320,12355,7236,12695
1316,124,1480000,64,128,5700,526,0,37175,63,6,38,14100,26860,13126,7678,13950
1317,124,1480000,64,128,5700,526,0,37175,62,6,38,14020,26780,13528,7631,13570
1318,124,1480000,64,128,5700,526,0,37175,95,6,37,15260,26000,13626,7036,13072
1319,124,1480000,64,128,5700,526,0,37175,64,6,38,13440,27140,14361,7750,12698
1320,124,1480000,64,128,5700,526,0,37175,61,6,38,13940,26520,14685,7455,12990
1321,124,1480000,64,128,5700,526,0,37175,66,6,38,14500,26260,14826,7712,12878
1322,124,1480000,64,128,5700,526,0,37175,59,7,38,15060,26160,16067,7127,13890
1323,124,1480000,64,128,5700,526,0,37175,93,6,38,15900,24860,16642,6263,12789
1324,124,1480000,64,128,5700,526,0,37175,90,7,38,15280,25360,16928,8783,14523
1325,124,1480000,64,128,5700,526,0,37175,48,6,38,14600,26400,17267,7352,13792
1326,124,1480000,64,128,5700,526,0,37175,91,6,37,15860,25620,17743,3993,10140
1327,124,1480000,64,128,5700,526,0,37175,98,6,38,14780,26460,18620,7173,12405
1328,124,1480000,64,128,5700,526,0,37175,94,6,37,15120,26340,19193,4229,10879
1329,124,1480000,64,128,5700,526,0,37175,65,7,37,14420,27260,20372,4129,10017
1330,124,1480000,64,128,5700,526,0,37175,50,6,38,14660,26240,20515,5772,11590
1331,124,1480000,64,128,5700,526,0,37175,97,7,38,13280,27540,22163,5182,9931
1332,124,1480000,64,128,5700,526,0,37175,112,6,38,14000,26960,22859,5352,10730
1333,124,1480000,64,128,5700,526,0,37175,110,6,38,14880,26060,23515,5298,11084
1334,124,1480000,64,128,5700,526,0,37175,60,7,38,14480,26460,27709,6660,8265
1335,124,1480000,64,128,5700,526,0,37175,96,6,38,14280,26920,27995,7741,9180
1336,125,368000,12,14,2518,384,0,14449,43,7,22,14860,26060,-2262,2262,4328
1337,125,368000,12,14,2518,384,0,14449,45,6,22,13300,27420,-2106,2563,5064
1338,125,368000,12,14,2518,384,0,14449,44,7,22,12660,28020,-1768,2689,6732
1339,125,368000,12,14,2518,384,0,14449,48,6,22,14780,26200,-1194,2360,6894
1340,125,368000,12,14,2518,384,0,14449,47,6,22,15480,25260,-1005,2438,6789
1341,125,368000,12,14,2518,384,0,14449,58,7,22,14520,26140,-539,2547,7173
1342,125,368000,12,14,2518,384,0,14449,42,6,22,14640,26200,-188,2322,7082
1343,125,368000,12,14,2518,384,0,14449,40,7,22,14440,26240,249,2719,6389
1344,125,368000,12,14,2518,384,0,14449,51,6,22,14720,25060,3592,2508,4614
1345,125,368000,12,14,2518,384,0,14449,28,6,27,14880,25980,4376,2824,7249
1346,125,368000,12,14,2518,384,0,14449,43,7,27,14840,26140,4980,2403,8116
1347,125,368000,12,14,2518,384,0,14449,45,6,27,13300,27680,6769,2576,7680
1348,126,235000,8,9,562,336,0,9534,48,6,50,14780,26520,-547,547,3646
1349,126,235000,8,9,562,336,0,9534,47,6,50,15520,24680,75,583,3561
1350,126,235000,8,9,562,336,0,9534,45,6,50,13260,27060,460,619,3180
1351,126,235000,8,9,562,336,0,9534,58,7,50,14540,26040,931,626,4245
1352,126,235000,8,9,562,336,0,9534,43,7,50,14800,26020,1055,502,4118
1353,126,235000,8,9,562,336,0,9534,42,6,50,14540,27200,1340,547,4924
1354,126,235000,8,9,562,336,0,9534,40,7,50,14640,25600,1622,538,5555
1355,126,235000,8,9,562,336,0,9534,51,6,50,14480,26260,1837,3650,6317
1356,126,235000,8,9,562,336,0,9534,48,6,50,14680,25480,3877,530,5657
1357,127,132000,7,6,1777,406,0,14187,40,7,47,14380,26880,-1556,9839,10136
1358,127,132000,7,6,1777,406,0,14187,38,6,47,14700,26620,-1297,1297,1789
1359,127,132000,7,6,1777,406,0,14187,39,6,47,15440,26000,-949,1698,1996
1360,127,132000,7,6,1777,406,0,14187,92,6,47,15180,26280,-587,2411,2629
1361,128,315000,7,17,4702,1338,0,34852,72,6,45,14140,18460,-6187,6187,8045
1362,128,315000,7,17,4702,1338,0,34852,113,6,45,17040,15720,-5622,5632,8322
1363,128,315000,7,17,4702,1338,0,34852,114,6,45,16800,15760,-1577,7029,7916
1364,128,315000,7,17,4702,1338,0,34852,59,7,45,15000,26460,-827,5234,6840
1365,128,315000,7,17,4702,1338,0,34852,48,6,45,14780,26720,503,5704,9596
1366,128,315000,7,17,4702,1338,0,34852,72,9,39,14100,18500,6990,3120,4941
1367,128,315000,7,17,4702,1338,0,34852,114,9,39,16760,15540,9684,3908,8698
1368,128,315000,7,17,4702,1338,0,34852,59,8,39,14940,26620,10167,2522,3908
1369,128,315000,7,17,4702,1338,0,34852,48,8,39,14700,25680,11286,8794,9692
1370,128,315000,7,17,4702,1338,0,34852,72,9,39,14080,18360,14129,2983,8363
1371,128,315000,7,17,4702,1338,0,34852,114,9,39,16740,15740,20649,5273,6897
1372,128,315000,7,17,4702,1338,0,34852,48,8,39,14680,25680,23375,4167,7887
1373,129,726000,14,29,1174,240,0,8953,42,6,22,14380,26340,-1475,1540,1735
1374,129,726000,14,29,1174,240,0,8953,40,7,22,14480,26300,-1367,1641,3074
1375,129,726000,14,29,1174,240,0,8953,47,6,22,15260,25460,-1240,1240,2125
1376,129,726000,14,29,1174,240,0,8953,51,6,22,14700,26180,-1095,1472,2239
1377,129,726000,14,29,1174,240,0,8953,53,6,22,14820,26200,-873,1097,3733
1378,129,726000,14,29,1174,240,0,8953,43,7,22,14700,26900,-549,938,2252
1379,129,726000,14,29,1174,240,0,8953,8,7,22,16060,24860,-415,985,2394
1380,129,726000,14,29,1174,240,0,8953,41,7,22,14440,26180,-246,1116,2482
1381,129,726000,14,29,1174,240,0,8953,46,6,22,15020,25860,69,997,2906
1382,129,726000,14,29,1174,240,0,8953,45,6,22,13380,27440,418,1124,4502
1383,129,726000,14,29,1174,240,0,8953,48,6,22,14620,26320,948,981,2809
1384,129,726000,14,29,1174,240,0,8953,12,7,22,16120,24520,1497,1106,3271
1385,129,726000,14,29,1174,240,0,8953,42,6,22,14400,26720,1963,930,2950
1386,129,726000,14,29,1174,240,0,8953,47,6,22,15240,25720,2797,992,2287
1387,129,726000,14,29,1174,240,0,8953,40,7,22,14480,26520,2954,957,2187
1388,129,726000,14,29,1174,240,0,8953,51,6,22,14680,26200,3596,2034,2380
1389,129,726000,14,29,1174,240,0,8953,43,7,22,14680,26060,4015,924,1889
1390,129,726000,14,29,1174,240,0,8953,53,6,22,14860,25920,4216,1081,2438
1391,129,726000,14,29,1174,240,0,8953,8,7,22,16040,24920,4346,1075,2310
1392,129,726000,14,29,1174,240,0,8953,41,7,22,14460,26720,4892,1065,2916
1393,129,726000,14,29,1174,240,0,8953,48,6,22,14620,26240,5041,933,3077
1394,129,726000,14,29,1174,240,0,8953,45,6,22,13380,27400,5342,1083,2787
1395,129,726000,14,29,1174,240,0,8953,46,6,22,15020,25520,6199,949,2754
1396,129,726000,14,29,1174,240,0,8953,42,6,22,14360,26460,6313,864,2638
1397,131,715000,8,28,702,307,0,14548,58,7,28,14380,27020,-515,515,2524
1398,131,715000,8,28,702,307,0,14548,43,7,28,14680,27060,-432,461,3004
1399,131,715000,8,28,702,307,0,14548,40,7,28,14520,27040,-349,758,3671
1400,131,715000,8,28,702,307,0,14548,45,6,28,13260,28160,791,742,3312
1401,131,715000,8,28,702,307,0,14548,48,6,28,14780,26620,1119,578,3120
1402,131,715000,8,28,702,307,0,14548,51,6,28,14520,27160,1633,778,3173
1403,131,715000,8,28,702,307,0,14548,43,7,28,14700,26100,4005,563,806
1404,131,715000,8,28,702,307,0,14548,40,7,28,14540,26600,4636,548,1381
1405,131,715000,8,28,702,307,0,14548,45,6,28,13240,27720,4890,1131,1521
1406,131,715000,8,28,702,307,0,14548,47,6,28,15400,25160,5022,468,1390
1407,131,715000,8,28,702,307,0,14548,48,6,28,14740,25960,5379,474,1461
1408,131,715000,8,28,702,307,0,14548,51,6,28,14520,26700,5733,555,1630
1409,131,715000,8,28,702,307,0,14548,43,7,28,14720,26060,5781,517,1092
1410,131,715000,8,28,702,307,0,14548,45,6,28,13280,26980,7315,514,978
1411,131,715000,8,28,702,307,0,14548,58,7,28,14480,25920,7451,524,1051
1412,131,715000,8,28,702,307,0,14548,47,6,28,15460,25180,7500,496,1546
1413,131,715000,8,28,702,307,0,14548,48,6,28,14800,26020,7730,492,1317
1414,131,715000,8,28,702,307,0,14548,51,6,34,14500,26820,10540,619,3074
1415,131,715000,8,28,702,307,0,14548,40,7,34,14560,26060,10934,535,2381
1416,132,364000,11,19,5830,447,0,30513,88,9,24,15540,16840,-5399,5399,8193
1417,132,364000,11,19,5830,447,0,30513,70,9,24,14600,17580,-5178,5286,7379
1418,132,364000,11,19,5830,447,0,30513,115,8,24,14980,25540,-4254,5450,8519
1419,132,364000,11,19,5830,447,0,30513,104,9,24,15620,16860,-3262,4871,10965
1420,132,364000,11,19,5830,447,0,30513,71,9,24,14180,18480,-2228,4675,10963
1421,132,364000,11,19,5830,447,0,30513,113,9,24,17560,15020,-1978,6424,12394
1422,132,364000,11,19,5830,447,0,30513,56,9,24,14460,18040,-1411,5120,13406
1423,132,364000,11,19,5830,447,0,30513,70,9,24,14520,17940,6858,8486,11633
1424,132,364000,11,19,5830,447,0,30513,88,9,24,15460,17240,8486,4577,9126
1425,132,364000,11,19,5830,447,0,30513,115,8,24,14920,25660,11788,7523,9950
1426,132,364000,11,19,5830,447,0,30513,104,9,24,15580,16740,12420,6421,10799
1427,132,364000,11,19,5830,447,0,30513,71,9,24,14120,18660,14062,5338,9784
1428,132,364000,11,19,5830,447,0,30513,56,9,24,14380,17980,16348,6704,9263
1429,133,267000,9,14,5293,410,0,39206,7,6,51,15980,25040,-5137,5558,7936
1430,133,267000,9,14,5293,410,0,39206,88,6,51,15540,18780,-4467,4467,6955
1431,133,267000,9,14,5293,410,0,39206,70,6,51,14600,18420,-3948,5468,11492
1432,133,267000,9,14,5293,410,0,39206,8,7,51,15920,24780,9619,4997,6651
1433,133,267000,9,14,5293,410,0,39206,88,6,27,15420,17640,16439,4671,11970
1434,134,1451000,22,60,4892,452,0,56596,52,7,46,14660,26440,-4048,4048,5196
1435,134,1451000,22,60,4892,452,0,56596,105,6,46,14360,18840,-1746,3877,4921
1436,134,1451000,22,60,4892,452,0,56596,52,7,46,14600,26460,6068,3399,5640
1437,134,1451000,22,60,4892,452,0,56596,105,6,46,14300,19380,7414,3164,5149
1438,134,1451000,22,60,4892,452,0,56596,86,7,46,14040,27000,14035,3506,6578
1439,134,1451000,22,60,4892,452,0,56596,74,6,46,13980,19560,15853,4784,5558
1440,134,1451000,22,60,4892,452,0,56596,52,7,46,14560,26900,17733,3535,5289
1441,134,1451000,22,60,4892,452,0,56596,105,6,46,14260,19060,19720,3477,4700
1442,134,1451000,22,60,4892,452,0,56596,86,7,46,13980,26560,25816,3525,7370
1443,135,981000,11,38,2836,662,0,24613,75,8,24,14500,25760,-2502,2502,3053
1444,135,981000,11,38,2836,662,0,24613,40,8,24,14540,25860,-1453,2831,3303
1445,135,981000,11,38,2836,662,0,24613,92,8,24,15020,25680,3308,4069,4286
1446,135,981000,11,38,2836,662,0,24613,76,8,24,14660,25840,3651,2795,3143
1447,135,981000,11,38,2836,662,0,24613,41,8,24,14440,26060,4117,2694,2933
1448,135,981000,11,38,2836,662,0,24613,75,8,24,14460,26240,4373,2731,2963
1449,135,981000,11,38,2836,662,0,24613,40,8,24,14520,26160,4934,2728,3343
1450,135,981000,11,38,2836,662,0,24613,76,8,24,14640,25760,9232,2143,5429
1451,135,981000,11,38,2836,662,0,24613,41,8,24,14420,25900,9580,2216,6093
1452,135,981000,11,38,2836,662,0,24613,75,8,24,14460,26260,9765,2159,6544
1453,135,981000,11,38,2836,662,0,24613,92,8,24,15000,25820,10069,2358,6043
1454,135,981000,11,38,2836,662,0,24613,40,8,24,14460,25860,10882,2132,5673
1455,135,981000,11,38,2836,662,0,24613,76,8,24,14620,25700,17257,2278,2909
1456,135,981000,11,38,2836,662,0,24613,41,8,24,14400,26080,18230,2294,3113
1457,135,981000,11,38,2836,662,0,24613,75,8,24,14420,25880,18617,2238,3223
1458,135,981000,11,38,2836,662,0,24613,92,8,24,14980,25640,18915,2210,3464
1459,135,981000,11,38,2836,662,0,24613,40,8,24,14460,25900,19063,2334,3666
1460,136,311000,8,20,3299,1408,0,23120,113,9,52,17160,15300,-4252,5243,5728
1461,136,311000,8,20,3299,1408,0,23120,69,9,52,15120,17340,-1027,4537,5918
1462,136,311000,8,20,3299,1408,0,23120,104,9,52,15840,16700,1630,3013,4139
1463,136,311000,8,20,3299,1408,0,23120,71,9,52,14060,18280,2675,2943,4379
1464,136,311000,8,20,3299,1408,0,23120,113,9,52,17160,15300,4751,3531,4031
1465,136,311000,8,20,3299,1408,0,23120,69,9,52,15120,17280,7452,2420,4303
1466,136,311000,8,20,3299,1408,0,23120,104,9,52,15820,16520,8542,2335,4191
1467,136,311000,8,20,3299,1408,0,23120,71,9,52,14060,18360,9613,2132,3714
1468,136,311000,8,20,3299,1408,0,23120,113,9,52,17120,15260,11179,10699,11941
1469,136,311000,8,20,3299,1408,0,23120,69,9,52,15080,17580,14264,2535,4034
1470,136,311000,8,20,3299,1408,0,23120,104,9,52,15800,17180,15501,2287,3466
1471,136,311000,8,20,3299,1408,0,23120,71,9,52,14020,19180,16862,2791,5010
1472,137,106000,6,10,3614,1962,0,29067,86,7,20,14000,26680,-3575,3575,8310
1473,137,106000,6,10,3614,1962,0,29067,53,6,20,14860,26120,-1612,3790,9798
1474,137,106000,6,10,3614,1962,0,29067,86,7,20,14100,27380,9021,3487,5431
1475,139,512000,36,38,4274,852,0,23752,66,6,37,14360,26860,-4843,4862,6933
1476,139,512000,36,38,4274,852,0,23752,50,6,37,14560,27020,-4543,4543,6728
1477,139,512000,36,38,4274,852,0,23752,61,6,37,13860,27640,-4172,4608,7438
1478,139,512000,36,38,4274,852,0,23752,68,6,37,13640,28140,-3969,4431,7222
1479,139,512000,36,38,4274,852,0,23752,110,6,37,14860,26620,-2496,4047,7724
1480,139,512000,36,38,4274,852,0,23752,44,7,37,12660,28520,-1706,4135,6412
1481,139,512000,36,38,4274,852,0,23752,108,6,37,13620,27880,-598,4290,6302
1482,139,512000,36,38,4274,852,0,23752,75,6,37,14760,26720,2296,4341,6457
1483,139,512000,36,38,4274,852,0,23752,93,6,37,15980,25360,5946,4326,6710
1484,139,512000,36,38,4274,852,0,23752,47,6,37,15480,25580,6164,4324,7590
1485,139,512000,36,38,4274,852,0,23752,90,7,37,15520,25780,6330,4167,8912
1486,139,512000,36,38,4274,852,0,23752,97,7,37,13240,27320,6660,4179,7105
1487,139,512000,36,38,4274,852,0,23752,101,6,37,13060,27940,6835,3991,6091
1488,139,512000,36,38,4274,852,0,23752,59,7,37,15000,26100,7030,4346,6405
1489,139,512000,36,38,4274,852,0,23752,98,6,37,14540,26300,7224,3860,5976
1490,139,512000,36,38,4274,852,0,23752,40,7,37,14720,27060,8498,4141,7038
1491,139,512000,36,38,4274,852,0,23752,48,6,37,14820,27300,8810,4329,6858
1492,140,1626000,63,125,5491,532,0,39492,106,6,45,14060,27600,-3868,3868,7577
1493,140,1626000,63,125,5491,532,0,39492,68,6,45,13540,27940,-3712,4727,8633
1494,140,1626000,63,125,5491,532,0,39492,67,6,44,13500,27060,-2885,6693,9194
1495,140,1626000,63,125,5491,532,0,39492,62,6,44,13980,26880,-2451,6476,10208
1496,140,1626000,63,125,5491,532,0,39492,107,7,45,15920,25660,-2353,5620,9819
1497,140,1626000,63,125,5491,532,0,39492,66,6,44,14280,26600,-1754,6498,10287
1498,140,1626000,63,125,5491,532,0,39492,110,6,45,14780,26440,-1521,4773,8987
1499,140,1626000,63,125,5491,532,0,39492,61,6,44,13700,26940,-1074,6027,9611
1500,140,1626000,63,125,5491,532,0,39492,50,6,45,14460,26680,-772,4614,7071
1501,140,1626000,63,125,5491,532,0,39492,94,6,45,15160,26460,-532,4531,7214
1502,140,1626000,63,125,5491,532,0,39492,64,6,44,13300,27260,-390,5786,9461
1503,140,1626000,63,125,5491,532,0,39492,63,6,44,14060,26700,107,6361,9608
1504,140,1626000,63,125,5491,532,0,39492,109,6,44,14880,26260,696,6328,10911
1505,140,1626000,63,125,5491,532,0,39492,95,6,45,15480,25860,1029,4551,8214
1506,140,1626000,63,125,5491,532,0,39492,111,6,44,15100,25700,1198,5707,9910
1507,140,1626000,63,125,5491,532,0,39492,65,7,45,14560,26680,1605,4044,7693
1508,140,1626000,63,125,5491,532,0,39492,91,6,44,15740,25620,2857,6596,9992
1509,140,1626000,63,125,5491,532,0,39492,47,6,44,15420,25460,4050,5834,9333
1510,140,1626000,63,125,5491,532,0,39492,48,6,44,14700,26040,4247,5285,8998
1511,140,1626000,63,125,5491,532,0,39492,100,6,44,12600,28380,6736,5699,10193
1512,140,1626000,63,125,5491,532,0,39492,98,6,44,14900,25880,7156,5446,9322
1513,140,1626000,63,125,5491,532,0,39492,90,7,44,15380,25440,7518,5210,11412
1514,140,1626000,63,125,5491,532,0,39492,101,6,44,13060,27420,8513,5811,10147
1515,140,1626000,63,125,5491,532,0,39492,97,7,44,13340,27260,8876,5481,9797
1516,140,1626000,63,125,5491,532,0,39492,116,6,44,13400,28460,9663,5357,9519
1517,140,1626000,63,125,5491,532,0,39492,44,7,44,12660,28180,9831,5090,9556
1518,140,1626000,63,125,5491,532,0,39492,112,6,44,14160,26620,10210,5650,8793
1519,140,1626000,63,125,5491,532,0,39492,50,6,45,14400,27140,10335,6049,9808
1520,140,1626000,63,125,5491,532,0,39492,94,6,45,15140,25840,10795,4204,7417
1521,140,1626000,63,125,5491,532,0,39492,96,6,44,14160,26660,10813,5769,10838
1522,140,1626000,63,125,5491,532,0,39492,106,6,45,13960,27280,10939,4321,8013
1523,140,1626000,63,125,5491,532,0,39492,102,7,44,14940,26540,11139,5975,10391
1524,140,1626000,63,125,5491,532,0,39492,60,7,44,14580,26360,11603,5544,10320
1525,140,1626000,63,125,5491,532,0,39492,68,6,45,13520,27680,13423,4140,10399
1526,140,1626000,63,125,5491,532,0,39492,95,6,45,15400,25880,13687,6379,11753
1527,140,1626000,63,125,5491,532,0,39492,65,7,45,14520,26640,13865,3968,10562
1528,140,1626000,63,125,5491,532,0,39492,67,6,44,13640,27020,15078,5384,11374
1529,140,1626000,63,125,5491,532,0,39492,107,7,45,15860,25480,15959,4489,9494
1530,140,1626000,63,125,5491,532,0,39492,110,6,45,14700,26520,16258,4206,9543
1531,140,1626000,63,125,5491,532,0,39492,62,6,44,14180,26540,16399,5518,12003
1532,140,1626000,63,125,5491,532,0,39492,61,6,44,13600,27260,17057,6894,12338
1533,140,1626000,63,125,5491,532,0,39492,64,6,44,13240,27340,17516,6610,12005
1534,140,1626000,63,125,5491,532,0,39492,66,6,44,14500,26160,17923,6006,11390
1535,140,1626000,63,125,5491,532,0,39492,111,6,44,14980,26480,18307,6240,12161
1536,140,1626000,63,125,5491,532,0,39492,109,6,44,14940,26120,20105,5942,10022
1537,140,1626000,63,125,5491,532,0,39492,63,6,44,14260,26440,20502,5484,10101
1538,140,1626000,63,125,5491,532,0,39492,91,6,44,15860,24960,21213,7429,11421
1539,140,1626000,63,125,5491,532,0,39492,48,6,44,14600,26220,21716,5167,9228
1540,140,1626000,63,125,5491,532,0,39492,47,6,44,15300,25420,22353,5253,8653
1541,140,1626000,63,125,5491,532,0,39492,106,6,45,14160,27380,23775,5027,7246
1542,140,1626000,63,125,5491,532,0,39492,100,6,44,12520,28220,24892,5759,8652
1543,140,1626000,63,125,5491,532,0,39492,98,6,44,14840,25720,25732,5581,8475
1544,140,1626000,63,125,5491,532,0,39492,90,7,44,15300,25240,26512,8371,10582
1545,140,1626000,63,125,5491,532,0,39492,101,6,44,12960,27920,27032,5545,8040
1546,140,1626000,63,125,5491,532,0,39492,97,7,44,13200,28140,27481,5398,7578
1547,140,1626000,63,125,5491,532,0,39492,44,7,44,12560,28340,27921,5346,7890
1548,140,1626000,63,125,5491,532,0,39492,112,6,44,14080,26700,28762,5438,7532
1549,140,1626000,63,125,5491,532,0,39492,102,7,44,14940,25720,29262,5806,8737
1550,140,1626000,63,125,5491,532,0,39492,60,7,44,14500,26300,29619,5755,8379
1551,140,1626000,63,125,5491,532,0,39492,116,6,44,13500,26900,30547,5469,8093
1552,140,1626000,63,125,5491,532,0,39492,96,6,44,14080,26240,31350,5642,8142
1553,142,295000,8,16,4035,624,0,26596,86,7,20,14080,26300,-3567,3567,7151
1554,142,295000,8,16,4035,624,0,26596,52,7,20,14540,26560,-2683,3654,7274
1555,142,295000,8,16,4035,624,0,26596,53,6,20,14740,26320,-1611,3554,6603
1556,142,295000,8,16,4035,624,0,26596,78,6,20,13800,19540,-1009,3632,4592
1557,142,295000,8,16,4035,624,0,26596,40,7,20,14360,26680,-427,3309,7732
1558,142,295000,8,16,4035,624,0,26596,52,7,20,14720,26420,8635,3548,4742
1559,142,295000,8,16,4035,624,0,26596,86,7,20,14040,26960,8702,3647,5611
1560,142,295000,8,16,4035,624,0,26596,53,6,20,14680,26480,11028,3610,9741
1561,143,1543000,63,122,5541,681,0,36856,106,6,45,14100,27380,-3822,3822,6220
1562,143,1543000,63,122,5541,681,0,36856,67,7,45,13540,27840,-3620,4286,6743
1563,143,1543000,63,122,5541,681,0,36856,50,6,44,14680,26020,-3438,5639,7559
1564,143,1543000,63,122,5541,681,0,36856,66,6,44,14420,26640,-2461,5714,7892
1565,143,1543000,63,122,5541,681,0,36856,63,6,44,14200,26780,-2330,5754,8398
1566,143,1543000,63,122,5541,681,0,36856,107,7,45,15760,25480,-2103,5416,8857
1567,143,1543000,63,122,5541,681,0,36856,62,6,44,14080,26880,-2041,5717,9160
1568,143,1543000,63,122,5541,681,0,36856,110,6,45,14580,26500,-1915,5008,8695
1569,143,1543000,63,122,5541,681,0,36856,64,6,44,13420,27340,-1562,5739,8876
1570,143,1543000,63,122,5541,681,0,36856,68,6,45,13600,27500,-658,4315,7297
1571,143,1543000,63,122,5541,681,0,36856,59,7,44,14700,26140,-108,6722,11091
1572,143,1543000,63,122,5541,681,0,36856,109,6,44,14800,26300,41,6885,11456
1573,143,1543000,63,122,5541,681,0,36856,54,6,44,15100,25700,169,6045,10793
1574,143,1543000,63,122,5541,681,0,36856,94,6,45,15180,26380,217,4447,8665
1575,143,1543000,63,122,5541,681,0,36856,47,6,44,15540,25000,1139,6045,10414
1576,143,1543000,63,122,5541,681,0,36856,95,6,45,15300,25980,1737,4383,8664
1577,143,1543000,63,122,5541,681,0,36856,44,7,45,12680,28320,534,4288,8107
1578,143,1543000,63,122,5541,681,0,36856,93,6,44,15820,24880,4090,5350,13122
1579,143,1543000,63,122,5541,681,0,36856,98,6,44,14700,25880,4351,5320,10365
1580,143,1543000,63,122,5541,681,0,36856,90,7,44,15540,25300,4628,5505,12813
1581,143,1543000,63,122,5541,681,0,36856,97,7,44,13240,28560,5772,5332,13808
1582,143,1543000,63,122,5541,681,0,36856,101,6,44,12980,27620,5841,5279,13409
1583,143,1543000,63,122,5541,681,0,36856,89,6,45,15600,25360,7490,4501,11974
1584,143,1543000,63,122,5541,681,0,36856,96,6,44,14000,26820,7802,5569,12834
1585,143,1543000,63,122,5541,681,0,36856,112,6,44,14020,26820,7934,5429,12713
1586,143,1543000,63,122,5541,681,0,36856,108,6,44,13680,26960,8387,5466,12646
1587,143,1543000,63,122,5541,681,0,36856,106,6,45,14020,27860,8445,4429,12436
1588,143,1543000,63,122,5541,681,0,36856,102,7,44,14820,25740,8566,5655,12751
1589,143,1543000,63,122,5541,681,0,36856,60,7,44,14420,26260,8683,5596,12707
1590,143,1543000,63,122,5541,681,0,36856,67,7,45,13460,28040,8836,4323,11358
1591,143,1543000,63,122,5541,681,0,36856,68,6,45,13520,27640,10547,4626,10261
1592,143,1543000,63,122,5541,681,0,36856,50,6,44,14560,26220,11125,7280,11084
1593,143,1543000,63,122,5541,681,0,36856,66,6,44,14300,26280,13007,7637,10784
1594,143,1543000,63,122,5541,681,0,36856,63,6,44,14140,26340,13670,7390,10625
1595,143,1543000,63,122,5541,681,0,36856,44,7,45,12580,28520,13823,4129,8395
1596,143,1543000,63,122,5541,681,0,36856,94,6,45,15100,26540,13910,4079,8291
1597,143,1543000,63,122,5541,681,0,36856,107,7,45,15680,25880,14514,4458,8438
1598,143,1543000,63,122,5541,681,0,36856,110,6,45,14540,27000,14647,4349,8318
1599,143,1543000,63,122,5541,681,0,36856,64,6,44,13320,27040,15246,7696,11069
1600,143,1543000,63,122,5541,681,0,36856,95,6,45,15200,26100,15353,6290,9948
1601,143,1543000,63,122,5541,681,0,36856,100,6,44,12480,28240,15914,5493,9467
1602,143,1543000,63,122,5541,681,0,36856,54,6,44,14980,25680,19724,5407,8953
1603,143,1543000,63,122,5541,681,0,36856,47,6,44,15480,25080,20205,5274,9052
1604,143,1543000,63,122,5541,681,0,36856,109,6,44,15000,25420,20655,5446,9349
1605,143,1543000,63,122,5541,681,0,36856,98,6,44,14640,25880,20807,7060,9642
1606,143,1543000,63,122,5541,681,0,36856,116,6,45,13480,27880,20845,4394,7989
1607,143,1543000,63,122,5541,681,0,36856,90,7,44,15400,25580,22938,8642,11495
1608,143,1543000,63,122,5541,681,0,36856,93,6,44,15680,25220,23114,7415,10181
1609,143,1543000,63,122,5541,681,0,36856,89,6,45,15520,25520,24379,6843,9527
1610,143,1543000,63,122,5541,681,0,36856,101,6,44,12940,27660,25562,5610,8023
1611,143,1543000,63,122,5541,681,0,36856,97,7,44,13200,27380,25800,5526,7799
1612,143,1543000,63,122,5541,681,0,36856,112,6,44,13840,26940,27191,5680,7660
1613,143,1543000,63,122,5541,681,0,36856,96,6,44,13920,26740,27672,6084,8568
1614,143,1543000,63,122,5541,681,0,36856,61,6,44,13780,26900,27771,5575,7860
1615,143,1543000,63,122,5541,681,0,36856,108,6,44,13600,27040,27886,5903,7714
1616,143,1543000,63,122,5541,681,0,36856,102,7,44,14660,26180,28329,5720,8527
